기준일ID,시군구코드,시군구명,총생활인구수,내국인생활인구수,장기체류외국인인구수,단기체류외국인인구수,일최대인구수,일최소인구수,주간인구수(09~18),야간인구수(19~08),일최대이동인구수,서울외유입인구수,동일자치구행정동간이동인구수,자치구간이동인구수
20211226,11650,서초구,495666.48150,479988.05600,10327.57420,5350.85130,531938.45470,458779.48540,521345.69550,477324.18590,229250.11270,64336.36240,74646.20320,90267.54710
20211226,11680,강남구,694044.95200,670259.87320,14119.47740,9665.60150,763893.79600,636672.60220,743056.34230,659036.81610,332709.94970,96397.04530,105597.72710,130715.17730
20211226,11710,송파구,747963.76290,730699.86190,13407.57500,3856.32590,780368.53350,727938.70180,759166.75420,739961.62620,298798.02760,81040.08570,138940.14940,78817.79250
20211226,11740,강동구,530271.54470,519478.45560,9038.17290,1754.91620,548476.10430,510299.28410,517887.85670,539117.03610,207804.69810,38950.55220,137419.50280,31434.64310
20211225,11000,서울시,10527203.31870,10055379.45000,382537.92820,89285.94050,10607931.14160,10405679.00320,10574320.73560,10493548.02080,4510417.74070,1072682.37500,1883018.11050,1554717.25520
20211225,11110,종로구,250019.78490,232145.18400,14502.39230,3372.20860,306900.33980,217191.72110,280993.44590,227895.74130,168573.79200,49817.25130,26962.91890,91793.62180
20211225,11140,중구,244799.22720,215812.85680,17739.54110,11246.82930,321539.18680,196550.62520,284212.54010,216646.86090,191257.49160,64570.32390,26868.67130,99818.49640
20211225,11170,용산구,297106.22290,274591.32890,18463.49250,4051.40150,321280.24040,277438.21600,311914.78310,286528.67990,150245.55130,43036.10650,41961.48400,65247.96080
20211225,11200,성동구,343605.91680,325672.18990,15373.67900,2560.04790,349500.74080,337074.40010,345588.42270,342189.84120,151049.90710,29602.24100,53830.34090,67617.32520
20211225,11215,광진구,378603.71480,355079.51950,21330.85000,2193.34530,384652.75430,370174.20560,372902.37450,382676.10080,150138.26110,32529.96660,68032.99020,49575.30430
20211225,11230,동대문구,360125.98620,334273.69320,23360.27850,2492.01460,370553.13780,340446.01880,353476.59970,364875.54800,142274.68060,25051.70020,65238.38520,51984.59520
20211225,11260,중랑구,372551.49430,365693.09920,6077.46000,780.93510,386303.88740,353713.45580,360935.05220,380848.95290,143953.92000,25526.49720,83279.73290,35147.68990
20211225,11290,성북구,432571.02640,415926.92940,14120.30220,2523.79470,448894.05070,404922.17810,417370.20070,443428.75900,147662.92260,21540.55990,75334.48700,50787.87570
20211225,11305,강북구,304990.94350,299465.01040,4859.22630,666.70680,317116.97370,290576.22920,295118.99680,312042.33410,167995.17020,14108.23680,113139.30130,40747.63210
20211225,11320,도봉구,288340.90020,284828.05240,2870.95960,641.88830,297717.36990,273605.76860,280354.96860,294045.13710,121808.75110,18873.77190,66508.68870,36426.29050
20211225,11350,노원구,519696.41320,513099.14370,5309.98570,1287.28380,536204.31270,499130.97400,506673.24000,528998.67970,190719.45220,34683.91540,108002.67090,48032.86590
20211225,11380,은평구,459767.59350,452256.68880,5938.83450,1572.07010,482698.81850,430625.42620,440074.81830,473833.86140,156675.28270,30690.64860,91194.10130,34790.53280
20211225,11410,서대문구,361205.60850,339292.03550,18101.70770,3811.86530,367421.62690,353521.46140,356542.49200,364536.40600,158532.99480,31612.81950,64885.93820,62034.23710
20211225,11440,마포구,452676.25080,427592.90040,19379.46510,5703.88530,493096.95400,430088.19990,470411.93110,440007.90760,227738.29860,62348.26230,67605.80960,97784.22670
20211225,11470,양천구,393688.80070,386091.11770,5081.50570,2516.17720,406813.55300,376829.56290,384593.26640,400185.61090,138227.39860,27978.83870,62740.63900,47507.92090
20211225,11500,강서구,557074.73990,542323.18630,9264.62840,5486.92510,571803.98150,536239.10270,547487.17880,563922.99770,207000.49840,53365.07790,105430.21870,48205.20180
20211225,11530,구로구,419185.15160,379109.80410,35350.47270,4724.87480,432499.96310,402175.10810,409410.75110,426166.86620,159084.20850,45498.36380,69334.30040,44251.54430
20211225,11545,금천구,224403.28090,203753.70920,17639.12880,3010.44300,227455.20630,220846.98630,224365.81960,224430.03910,99438.79570,30966.05540,41717.41300,26755.32730
20211225,11560,영등포구,483506.60590,436553.57060,43244.43390,3708.60140,527759.26110,456622.02500,507982.58300,466023.76510,251950.17190,67477.88770,84568.15660,99904.12760
20211225,11590,동작구,396517.11470,379606.01350,13644.98770,3266.11350,415473.75660,369040.30770,380408.60370,408023.19400,137412.01500,26292.60470,60136.02310,50983.38720
20211225,11620,관악구,500166.32890,475819.98020,21400.18160,2946.16710,524006.65240,467135.62940,480184.70850,514438.91490,173443.64270,33991.85710,89717.22690,49734.55870
20211225,11650,서초구,500343.07930,484299.87890,10939.47920,5103.72120,534373.63130,463615.89510,525393.35890,482450.02250,235363.82420,68485.57100,72140.65510,94737.59810
20211225,11680,강남구,705867.43210,680557.54930,15512.68130,9797.20150,778153.91760,641128.83980,758204.95410,668483.48770,353772.17510,108541.65480,101637.47560,143593.04470
20211225,11710,송파구,757666.81530,739556.15910,14099.71390,4010.94230,795209.40470,729914.95600,774940.37430,745328.55890,338666.03980,103121.75340,140066.78930,95477.49710
20211225,11740,강동구,522722.88630,511979.84900,8932.54040,1810.49690,543711.74420,492180.24270,504779.27170,535539.75390,208303.88590,41440.44380,132860.96460,34002.47750
20211224,11000,서울시,10857861.46430,10389876.49660,376216.65390,91768.31390,11173656.86640,10516935.06960,11110095.64050,10677694.19570,5836505.75590,1398549.34010,2059889.29810,2378067.11770
20211224,11110,종로구,290960.95410,272178.32270,14728.01840,4054.61300,383140.56540,223091.57110,357794.36790,243222.80130,246583.65880,62029.61010,30756.55080,153797.49790
20211224,11140,중구,305391.45930,274057.57020,19338.92920,11994.95990,424196.51700,202266.89720,400205.27620,237667.30440,297241.63720,77360.48100,30471.43740,189409.71880
20211224,11170,용산구,307569.62050,286146.93570,17548.28730,3874.39750,337333.37370,279059.42470,329758.83410,291720.18220,182396.10480,48896.26510,45464.44370,88035.39600
20211224,11200,성동구,368614.13710,350303.79660,15745.92810,2564.41240,393371.98420,340134.01480,388673.31030,354286.15630,213662.32180,42322.54540,58673.82050,112665.95590
20211224,11215,광진구,376668.97430,354167.10560,20096.36510,2405.50360,390781.90540,353434.25250,362080.42410,387089.36730,172525.72920,33033.97090,75458.70120,64033.05710
20211224,11230,동대문구,366221.34220,340291.96550,23081.83510,2847.54150,377583.39590,351550.98060,362152.73060,369127.49320,175375.76010,29862.00850,68840.70540,76673.04620
20211224,11260,중랑구,355832.54220,349443.71220,5782.57830,606.25160,387351.65660,320302.45450,328081.29590,375654.86100,156832.95330,26142.96860,91425.40690,39264.57780
20211224,11290,성북구,426072.52100,408897.72770,14291.49980,2883.29350,455616.21900,393958.95800,400080.16730,444638.48790,169133.42420,20930.85660,81462.74450,66739.82310
20211224,11305,강북구,293155.90610,287757.30250,4689.85700,708.74660,316961.73490,268473.21520,273426.06730,307248.64810,175105.23250,12764.70950,115758.80970,46581.71330
20211224,11320,도봉구,274935.73490,271593.91380,2798.38360,543.43750,296076.40030,249958.25950,255076.78510,289120.69900,127816.23560,17809.40360,71284.28060,38722.55140
20211224,11350,노원구,506678.69300,500052.97630,5322.29980,1303.41690,539878.69210,468351.35270,477393.84330,527596.44280,203194.78420,34576.73310,115569.35600,53048.69510
20211224,11380,은평구,440106.38030,432846.89870,5838.16730,1421.31430,485688.17170,387435.98350,398837.41030,469584.21610,166558.73840,31320.87060,99830.38190,35407.48590
20211224,11410,서대문구,372636.24810,350603.70790,17999.84190,4032.69840,385439.03360,359915.66100,377058.88860,369477.21930,202924.42810,39928.21450,69023.23520,93972.97840
20211224,11440,마포구,469025.49600,443818.96720,19584.88510,5621.64370,509670.39160,433095.79170,497825.23230,448454.25590,274816.65030,71076.40960,75387.58350,128352.65720
20211224,11470,양천구,386437.94810,378816.84330,5142.40390,2478.70090,409723.51820,358075.62240,365847.27850,401145.56930,154910.64280,29638.19720,68535.13080,56737.31480
20211224,11500,강서구,556618.41000,541773.70110,9386.51560,5458.19330,574497.35960,537728.31110,542161.25140,566944.95190,248903.77190,66952.74150,117026.46040,64924.57000
20211224,11530,구로구,421963.18840,386016.28100,30623.65610,5323.25140,433765.75020,406866.78850,413666.27800,427889.55310,202446.96490,62076.30610,74644.99830,65725.66050
20211224,11545,금천구,244491.64600,225169.94880,16396.53580,2925.16140,271908.09550,221473.02720,264855.37760,229946.12350,159276.50240,60255.35550,45134.52190,53886.62500
20211224,11560,영등포구,517290.80390,475083.04300,38246.79150,3960.96950,581385.35280,460437.62590,570447.60010,479321.66380,340433.69270,90581.95130,88962.03670,160889.70470
20211224,11590,동작구,391916.41100,375417.18460,13271.75320,3227.47320,421576.57450,357824.27230,365519.05950,410771.66210,158780.70700,29762.77070,64668.37630,64349.56000
20211224,11620,관악구,482165.16620,459255.72550,19890.71360,3018.72710,532396.88500,426557.90040,437876.71210,513799.77630,188071.98250,32832.29630,98934.75240,56304.93380
20211224,11650,서초구,585669.24220,566748.72200,13692.93290,5227.58730,702283.30540,477773.00820,677826.54810,519842.59510,409169.60320,130888.56400,81697.17390,196583.86530
20211224,11680,강남구,838460.61390,809178.18930,19952.96960,9329.45490,1055013.68170,666231.96740,1005003.41470,719501.47050,630580.58570,195024.89990,125228.08610,310327.59970
20211224,11710,송파구,763027.71760,745061.77130,13873.32830,4092.61800,778971.44440,742542.49370,772454.56550,756294.25480,382474.86720,108786.99280,153785.03100,119902.84340
20211224,11740,강동구,515950.30790,505194.18390,8892.17730,1863.94660,549509.78590,480268.93560,485992.92200,537348.44060,237702.46020,49345.07040,142222.25380,46135.13600
20211223,11000,서울시,10938147.06840,10469625.48740,375504.09230,93017.48870,11277953.35070,10620437.76020,11220369.69780,10736559.47600,6108596.43670,1493025.62740,2088078.59780,2527492.21150
20211223,11110,종로구,300607.30480,282063.60420,14969.96870,3573.73190,402927.82700,221695.26840,376262.75160,246567.70000,266456.79200,68306.34220,31337.73430,166812.71550
20211223,11140,중구,310854.61530,279176.89440,18976.91080,12700.81010,446769.85880,199468.10450,417565.79550,234632.34380,319093.42870,84402.43170,30716.90460,203974.09240
20211223,11170,용산구,304871.36370,284629.64500,16971.10880,3270.60990,332327.09170,275082.35180,326945.35440,289104.22740,188195.64060,50343.02080,46554.26650,91298.35330
20211223,11200,성동구,372629.69760,354314.90630,15654.72850,2660.06280,397349.54670,345798.15450,392724.70650,358276.11990,223328.89100,45164.31290,60087.67800,118076.90010
20211223,11215,광진구,374486.29790,351929.41130,19841.74790,2715.13860,392734.33080,347629.32470,355598.34520,387977.69260,172698.91770,32666.36890,75574.17710,64458.37170
20211223,11230,동대문구,368275.29170,341889.66810,23220.19210,3165.43150,378960.57930,353117.69250,363683.69480,371555.00370,183490.76090,31971.03020,71540.72280,79979.00790
20211223,11260,중랑구,352460.99890,346119.17500,5697.64260,644.18130,387321.56070,312071.29450,321141.62480,374831.98040,156705.18940,25291.50470,91956.96760,39456.71710
20211223,11290,성북구,426900.26830,409415.59100,14689.62230,2795.05500,456125.07900,392214.37930,399521.73480,446456.36370,175685.84570,21946.40140,83710.55930,70028.88500
20211223,11305,강북구,291795.88550,286362.28980,4686.97380,746.62200,317796.57740,265294.17070,270011.35730,307356.26290,179115.37030,12777.83960,119077.25360,47260.27710
20211223,11320,도봉구,273221.61910,269923.06840,2754.04490,544.50570,296219.83410,246488.55560,251971.72850,288400.11230,130809.12040,17524.63240,73406.61080,39877.87720
20211223,11350,노원구,502826.95820,496205.01120,5401.90620,1220.04080,539274.34130,460249.26130,469238.30640,526818.85230,203304.39270,34426.94990,115197.60990,53679.83290
20211223,11380,은평구,436072.90640,428958.84100,5761.49410,1352.57130,485516.59310,379696.74120,390952.36600,468301.86370,167069.12860,31119.05840,99419.99030,36530.07990
20211223,11410,서대문구,376708.64270,354220.29510,18216.36680,4271.98080,391465.12740,367170.61200,384020.20200,371486.10040,215554.79150,43834.23010,71051.62880,100668.93260
20211223,11440,마포구,472921.34830,447328.53710,19583.06740,6009.74370,518573.02590,436029.69780,502718.88840,451637.39100,287525.87480,75894.23440,77024.77120,134606.86920
20211223,11470,양천구,383762.07630,376592.75240,5079.55510,2089.76880,409385.81880,350799.44270,359967.04790,400758.52520,155505.74820,29502.36880,68486.58510,57516.79430
20211223,11500,강서구,557406.31080,542521.78530,9421.88730,5462.63820,574961.68810,537678.82750,542531.39700,568031.24920,256700.30010,70722.68150,117837.89170,68139.72690
20211223,11530,구로구,423876.76720,388311.51680,29992.99940,5572.25100,435839.15080,408571.49580,416212.08290,429351.54170,211582.61460,65701.76820,75614.99960,70265.84680
20211223,11545,금천구,248812.68950,229940.87550,16188.12860,2683.68540,276715.42360,222180.04000,272309.04720,232029.57680,168315.80290,63743.46320,46278.75170,58293.58800
20211223,11560,영등포구,524754.63310,482731.96860,37721.23180,4301.43270,593275.11280,460512.67800,582056.17820,483824.95800,361717.14870,96523.20800,92634.04590,172559.89480
20211223,11590,동작구,393005.28160,376813.12400,13383.19610,2808.96150,422343.13490,357753.10120,364577.85920,413310.58340,166004.40850,31591.67880,67168.78040,67243.94930
20211223,11620,관악구,481896.88930,458920.37490,19823.52160,3152.99270,534882.75900,420800.34280,433017.81430,516810.51420,194562.56270,33526.24400,102617.74920,58418.56950
20211223,11650,서초구,603190.88740,583741.68360,13789.63950,5659.56430,725051.28240,486243.02650,703933.46470,531231.90370,438944.19890,143065.99160,83925.98360,211952.22370
20211223,11680,강남구,878134.40820,848040.62000,20809.08810,9284.70010,1121291.79490,673625.39570,1071534.12620,739991.75250,698235.28200,223871.61690,128233.88280,346129.78230
20211223,11710,송파구,765433.64590,746994.82090,13901.84530,4536.97970,779661.58790,754427.38380,772707.56220,760237.99130,393437.31270,113873.98860,154416.82760,125146.49650
20211223,11740,강동구,513240.28080,502479.02750,8967.22450,1794.02880,549386.21710,470993.51750,479166.26190,537578.86570,241107.58390,49433.01740,143507.83690,48166.72960
20211222,11000,서울시,10942701.50510,10476558.48280,375159.56110,90983.46130,11285508.79850,10621467.74390,11228140.52720,10738816.48940,6126854.30130,1490893.85710,2103037.46570,2532922.97850
20211222,11110,종로구,300957.26610,282698.33200,14871.76620,3387.16800,404434.50520,220679.02280,378784.38480,245366.46710,268094.57900,68037.89750,31437.07910,168619.60240
20211222,11140,중구,306567.95400,276729.52830,18826.83580,11011.58990,445227.66870,196174.01960,414360.43890,229573.32190,320191.83500,84895.00210,30914.45550,204382.37740
20211222,11170,용산구,304260.85520,284608.25710,16681.84950,2970.74860,331029.03060,274593.44160,327338.55100,287776.78690,188799.09310,50236.22660,46214.15350,92348.71300
20211222,11200,성동구,372438.73260,354016.32710,15779.90980,2642.49560,396993.95250,345627.70830,391745.82930,358647.94920,223405.31900,45084.01760,60934.89470,117386.40670
20211222,11215,광진구,374582.89880,352155.37980,19866.97940,2560.53960,392180.79100,349502.73200,356686.38750,387366.12110,174460.25860,32924.82550,76851.29540,64684.13770
20211222,11230,동대문구,371770.07130,344246.25300,23639.12600,3884.69230,383247.54980,358018.52170,366835.02280,375295.10590,184265.52080,31575.35830,72189.66740,80500.49510
20211222,11260,중랑구,352359.68690,345904.01670,5713.35670,742.31350,387652.63720,311938.04650,320350.60890,375223.31410,157336.54470,25541.59450,92552.53060,39242.41960
20211222,11290,성북구,428063.65500,410585.17620,14746.24660,2732.23230,457394.02630,392546.85410,400655.26040,447641.07980,175414.02530,21771.05400,83878.65290,69764.31840
20211222,11305,강북구,292800.57000,287292.19140,4712.55330,795.82540,317431.47930,266559.75330,272071.79510,307606.83780,180027.79150,12983.07630,119266.27100,47778.44420
20211222,11320,도봉구,274293.96770,270870.22160,2846.17180,577.57430,296517.12300,247649.49260,253317.57410,289277.10590,130936.69470,17786.94540,72771.69710,40378.05220
20211222,11350,노원구,503436.89010,496619.18920,5352.64260,1465.05830,539980.27240,462598.17830,470128.91950,527228.29770,205760.52610,35009.36850,115879.90460,54871.25300
20211222,11380,은평구,436921.15960,429791.96820,5751.96610,1377.22520,485671.66530,381041.82270,392160.82060,468892.83030,167613.59940,31010.81900,99986.80370,36615.97670
20211222,11410,서대문구,378219.97680,355938.20730,18192.20010,4089.56940,393222.80740,368524.01740,386435.50270,372351.74410,217011.81920,44639.13380,71611.60590,100761.07950
20211222,11440,마포구,472821.29800,447274.78940,19434.35380,6112.15490,519165.42370,435129.43510,502806.10620,451403.57780,286805.70390,75066.91350,77232.68970,134506.10070
20211222,11470,양천구,383201.86940,376361.30080,5059.73060,1780.83800,409098.49010,350025.16400,359075.99040,400434.64000,155874.02480,29269.34280,68940.06180,57664.62020
20211222,11500,강서구,556715.96270,542096.57580,9277.78900,5341.59790,574602.93290,536372.46180,541049.23130,567906.48520,256620.95850,70686.20590,118410.11690,67524.63570
20211222,11530,구로구,424537.58320,388939.12260,30003.82270,5594.63790,437100.47490,409843.43590,417021.93940,429905.90030,212631.04780,66150.05700,75866.33380,70614.65700
20211222,11545,금천구,249939.39110,230757.11910,16276.44400,2905.82810,278696.08430,221734.23720,273954.30630,232785.88030,170578.54800,64265.66970,47344.60450,58968.27380
20211222,11560,영등포구,523573.79470,481978.21360,37712.16880,3883.41230,589881.26550,460217.17480,580722.32450,482753.41630,361180.20210,96347.34530,93362.78590,171470.07090
20211222,11590,동작구,392903.25410,376820.59470,13410.28510,2672.37430,423765.53160,355873.69930,363676.71670,413779.35220,166054.04370,31202.51420,67172.95220,67678.57730
20211222,11620,관악구,483427.49670,460680.03310,19744.84420,3002.61940,534499.86250,421732.08340,434403.45650,518444.66830,196296.43900,33883.15610,103590.62810,58822.65480
20211222,11650,서초구,602874.09030,583457.94810,13888.65830,5527.48390,720586.86750,487585.35410,701902.33860,532139.62720,436906.42330,142064.21930,83508.44820,211333.75580
20211222,11680,강남구,877169.14370,847205.43720,20653.61060,9310.09590,1120643.43090,672669.72420,1071158.73040,738605.15320,697141.02550,221245.93770,128465.39430,347429.69350
20211222,11710,송파구,765314.92900,746481.35940,13777.03170,5056.53790,778406.81610,754898.36500,772008.02420,760534.14680,393875.39110,115158.11070,154295.59550,124421.68490
20211222,11740,강동구,513549.00780,503050.94110,8939.21850,1558.84830,549461.93040,470713.51330,479490.26680,537876.68000,241656.05630,49191.49500,144394.11470,48070.44660
20211221,11000,서울시,10933450.60000,10465782.91980,376209.95390,91457.72630,11276360.02600,10612608.73950,11219752.91190,10728948.94860,6100630.67970,1476959.65760,2102079.50100,2521591.52110
20211221,11110,종로구,297753.36320,279763.78300,14903.86860,3085.71160,400502.23510,219768.28700,373885.11940,243373.53740,264924.68010,66294.69450,31655.49950,166974.48610
20211221,11140,중구,304770.85110,275745.12570,18409.52640,10616.19910,443050.25510,196226.13680,412311.11110,227956.37970,318495.49970,84043.20660,30639.69300,203812.60010
20211221,11170,용산구,303215.90760,283093.04230,16800.71240,3322.15280,329043.52560,275697.48760,325421.13280,287355.03240,186245.53530,49716.78540,46061.54570,90467.20420
20211221,11200,성동구,373649.35900,354487.83780,15805.18340,3356.33780,398339.20380,346113.76060,394507.30860,358750.82360,223881.26020,45561.57090,60676.53900,117643.15030
20211221,11215,광진구,374284.16020,351307.14760,20041.49800,2935.51460,392153.12200,347715.86700,355587.72820,387638.75460,172373.25150,32043.12630,76510.31370,63819.81150
20211221,11230,동대문구,373357.85550,345632.28320,24279.20550,3446.36680,383828.13610,359810.64540,368565.67060,376780.84480,183898.39600,31159.14190,72915.47180,79823.78230
20211221,11260,중랑구,352984.48850,346482.35180,5705.30790,796.82890,387243.88720,312440.83990,321162.27900,375714.63820,155769.29540,25068.55640,91878.72490,38822.01410
20211221,11290,성북구,429523.81390,411792.40040,14955.51450,2775.89890,458444.24950,395139.17040,402125.29270,449094.18610,176288.66430,21902.13010,84685.56210,69700.97210
20211221,11305,강북구,292257.43800,286834.68080,4671.10160,751.65560,317139.47080,266445.51560,271093.87920,307374.26580,179882.83660,12591.09090,119744.15750,47547.58820
20211221,11320,도봉구,273724.74350,270385.82140,2835.15380,503.76830,295615.25440,247749.14220,252477.18340,288901.57220,131648.16950,17671.58750,73709.74840,40266.83360
20211221,11350,노원구,504354.93740,497885.10640,5325.35020,1144.48080,540512.80610,463482.98520,471261.06050,527993.42090,205003.97350,34705.75640,116191.01990,54107.19720
20211221,11380,은평구,436228.59950,429218.27780,5729.04450,1281.27720,484609.57390,379055.31440,391004.72160,468531.36950,165573.52270,29830.04120,99703.72430,36039.75720
20211221,11410,서대문구,380353.94940,357267.00870,18659.03470,4427.90600,397417.36290,370905.02280,389553.15180,373783.09050,219190.22970,45000.96680,71501.96340,102687.29950
20211221,11440,마포구,471388.81100,445664.78060,19456.99810,6267.03230,515062.25100,435426.55330,501107.47300,450161.19530,283126.13680,73496.91760,77396.60520,132232.61400
20211221,11470,양천구,382567.41770,375791.18750,5157.77870,1618.45150,408644.98420,348449.46880,357704.42930,400326.69520,154558.29520,28849.02410,68641.97040,57067.30070
20211221,11500,강서구,555771.86780,541817.15310,9241.47270,4713.24200,574704.30090,534067.84160,539934.55950,567084.23080,255515.63370,70597.37820,118013.95840,66904.29710
20211221,11530,구로구,424941.99600,389450.34840,29984.66090,5506.98660,435264.47050,412521.33240,419274.11070,428990.48550,214083.76190,66475.05970,76024.55360,71584.14860
20211221,11545,금천구,250327.08470,231167.56590,16340.68340,2818.83530,279604.12080,221392.33810,275185.42490,232571.12730,170970.54920,64379.67610,47045.65440,59545.21870
20211221,11560,영등포구,524138.91530,481969.57350,37799.72390,4369.61800,593205.48070,460939.59460,582149.76610,482702.59340,361889.66090,96542.27310,92934.38740,172413.00040
20211221,11590,동작구,393678.55370,377461.33290,13463.24900,2753.97180,423462.01300,357946.31230,364679.82310,414391.93280,167064.30480,31002.20130,68054.31700,68007.78650
20211221,11620,관악구,482549.02480,459538.19970,19844.98690,3165.83820,533605.10860,420396.53610,433367.19420,517678.90370,194394.20480,32973.75680,103666.45980,57753.98820
20211221,11650,서초구,602509.78670,583076.69380,13716.03130,5717.06160,721270.63510,486429.17530,702999.96060,530731.09110,436741.84330,141528.92320,82987.23510,212225.68500
20211221,11680,강남구,871184.66320,841012.81170,20492.20600,9679.64550,1111739.46450,667707.62290,1063696.97780,733675.86710,689853.31520,218936.95490,127349.82090,343566.53940
20211221,11710,송파구,764133.29120,745615.53360,13602.17500,4915.58260,776720.06820,752952.55010,769957.89930,759972.85690,389658.97450,112924.04800,153861.70460,122873.22190
20211221,11740,강동구,513799.72100,503322.87210,8989.48640,1487.36250,549071.03570,472959.18900,480739.65460,537414.05410,242256.51770,49396.61850,144064.99000,48794.90920
20211220,11000,서울시,10918515.47200,10445743.34850,378275.21630,94496.90720,11260014.00830,10607716.29210,11203987.87290,10714606.61430,6038919.56940,1452242.31050,2108085.41990,2478591.83900
20211220,11110,종로구,292805.55980,274734.03820,14989.47120,3082.05040,394872.27500,216234.36930,368015.11160,239084.45130,259570.41620,64783.01690,31591.87870,163195.52060
20211220,11140,중구,300489.08890,270309.50850,18533.28630,11646.29400,437887.01650,193329.77120,407546.78790,224019.30380,313214.30010,82422.54290,31096.90440,199694.85280
20211220,11170,용산구,301463.80230,281043.47810,16826.46290,3593.86140,324440.41540,276791.90810,321647.26690,287047.04200,182519.95440,47268.65160,46544.15510,88707.14770
20211220,11200,성동구,372405.31640,353055.58330,15880.45420,3469.27890,396885.28770,344919.87600,393286.77420,357489.98940,221955.09930,44700.98530,61171.50010,116082.61390
20211220,11215,광진구,373817.80820,350809.00910,20050.84340,2957.95570,391745.15850,347207.86040,355045.01180,387226.94850,170375.12430,31941.83080,76549.01900,61884.27450
20211220,11230,동대문구,375857.95240,347243.43140,24525.86140,4088.65950,384805.85190,363907.12700,372735.10370,378088.55850,186133.25400,31866.25690,73850.70920,80416.28790
20211220,11260,중랑구,355211.05250,348691.84320,5723.09730,796.11200,390419.96310,315212.07640,323586.10590,377800.30010,156582.44200,25299.34640,92896.10300,38386.99260
20211220,11290,성북구,432314.12210,413742.58120,15329.07700,3242.46390,460903.15520,398951.40830,405304.56950,451606.65970,175035.62320,21240.82690,84381.82670,69412.96960
20211220,11305,강북구,293581.02010,288185.29480,4671.79310,723.93220,319662.51580,267632.25320,272437.67070,308683.41260,180093.01780,12405.23620,120105.54820,47582.23340
20211220,11320,도봉구,274911.57640,271692.67800,2812.78500,406.11340,298679.33360,247448.91890,253257.58230,290378.71500,130832.99700,17194.41760,74199.12920,39439.45020
20211220,11350,노원구,506627.65440,500276.96360,5356.75730,993.93360,543813.32560,464390.22590,473522.54540,530274.16090,202339.90870,34071.73370,115330.13950,52938.03550
20211220,11380,은평구,438763.51360,431599.55710,5742.44540,1421.51100,487922.75070,382792.80490,394175.45030,470612.13020,165899.79420,30350.85390,100264.43850,35284.50180
20211220,11410,서대문구,379563.32110,356206.93980,18849.93670,4506.44470,393313.22000,370532.11020,388246.77050,373360.85720,215345.39300,43186.80920,71934.80260,100223.78120
20211220,11440,마포구,468495.45540,443306.94020,19080.01750,6108.49770,507523.86100,434448.14350,496414.92270,448552.97880,277986.43480,71107.46130,77166.92280,129712.05070
20211220,11470,양천구,384032.42290,377199.78190,5171.71260,1660.92840,410539.97640,350466.45730,359674.56480,401430.89290,154591.71150,28137.43410,69508.28120,56945.99620
20211220,11500,강서구,557227.17250,543474.64940,9328.34460,4424.17850,573988.21290,537522.35130,542455.83020,567778.13140,254644.12950,70461.32880,117592.35540,66590.44530
20211220,11530,구로구,426910.86930,390040.37080,30767.50330,6102.99520,436444.52390,414919.10960,421517.60780,430763.19900,213136.70400,65912.58770,76307.26460,70916.85170
20211220,11545,금천구,251048.86570,231571.29580,16552.54640,2925.02360,281723.93980,221768.91590,276680.75100,232740.37620,170840.10780,64438.01720,47153.00910,59249.08150
20211220,11560,영등포구,522459.16570,479159.22140,38191.02680,5108.91750,592542.26560,458309.73360,581563.19090,480242.00490,360108.43370,96035.91330,93744.85750,170327.66290
20211220,11590,동작구,394590.78820,378173.33530,13619.36410,2798.08880,424675.40350,358893.09010,366105.88800,414937.14540,165067.20260,30547.57660,68071.49780,66448.12820
20211220,11620,관악구,484731.51410,461028.56710,20275.21530,3427.73180,535345.27570,423852.25610,436341.22370,519296.00730,193511.69270,32569.33500,103810.30240,57132.05530
20211220,11650,서초구,594519.22440,575633.47070,13298.85120,5586.90250,713442.70970,479452.72610,694301.67980,523246.04190,428358.13070,138766.51600,82643.06240,206948.55230
20211220,11680,강남구,856665.40180,827279.19910,20075.84450,9310.35820,1089821.27270,656159.58140,1046260.61200,721240.25170,671811.78480,212010.35510,126343.02630,333458.40340
20211220,11710,송파구,763164.87910,744809.68380,13610.93550,4744.25990,775128.36440,752104.34110,770581.38440,757867.37540,384766.25350,111717.06790,151689.27640,121359.90920
20211220,11740,강동구,516857.92470,506475.92680,9011.58350,1370.41440,552392.43880,474773.05260,483283.46700,540839.68030,241204.39980,49038.78270,144309.00900,47856.60810
20211219,11000,서울시,10612668.88070,10135214.22090,385556.04970,91898.61010,10757122.79300,10480578.97990,10686576.71960,10559877.56720,4364342.02770,924280.25390,1984919.13020,1455142.64360
20211219,11110,종로구,241587.91050,223874.28640,14805.52930,2908.09480,291073.99210,216072.30580,268529.64150,222343.81690,153273.47160,38922.92790,28447.81220,85902.73150
20211219,11140,중구,219532.12570,191648.77870,16513.66480,11369.68210,262177.17430,187483.45540,247734.87840,199387.30230,148071.13960,37986.11260,28846.44030,81238.58670
20211219,11170,용산구,294445.21970,273138.29330,17980.91470,3326.01170,316031.20130,277853.71740,308805.42920,284187.92730,141244.56770,37658.10220,43195.86690,60390.59860
20211219,11200,성동구,348364.86030,329470.06080,15538.27220,3356.52730,355855.08830,340567.93490,351449.46230,346161.57310,147067.29400,26371.62570,57944.84350,62750.82480
20211219,11215,광진구,383948.97460,359262.32690,21498.38980,3188.25790,391454.53810,375463.63970,380807.99380,386192.53230,146655.81060,28118.42070,72113.95830,46423.43160
